,name,sys.country,coord.lat,coord.lon,main.temp_max,main.humidity,wind.speed,clouds.all
734,Krasnyy Chikoy,RU,50.36,108.75,47.85,41,3.09,36
735,Xiuyan,CN,40.29,123.27,51.49,32,11.59,0
736,Walvis Bay,NA,-22.95,14.51,62.6,82,3.87,88
737,Victoria,BN,5.28,115.24,86.0,74,3.36,75
738,Mindelo,PT,41.31,-8.72,46.4,93,8.9,40
739,Tommot,RU,58.97,126.27,28.72,60,9.24,12
740,Mahebourg,MU,-20.41,57.7,73.4,94,4.7,40
741,Lensk,RU,60.71,114.91,26.56,64,11.92,68
742,Vila do Maio,CV,15.13,-23.22,68.0,72,13.87,20
743,Dakar,SN,14.69,-17.45,66.88,92,15.73,0
744,Hofn,IS,64.25,-15.21,39.88,98,16.84,92
745,Nguru,NG,12.88,10.45,69.85,20,10.69,0
746,Nishihara,JP,35.74,139.53,73.4,31,5.82,20
747,Nikolskoye,RU,59.7,30.79,19.4,92,2.24,90
748,Kaitangata,NZ,-46.28,169.85,63.06,78,1.86,0
749,Saint George,GR,39.45,22.34,39.2,80,4.7,20
750,Portland,US,45.52,-122.67,57.2,54,4.7,75
751,Onverwacht,SR,5.59,-55.2,75.2,94,4.7,0
752,Klaksvik,FO,62.23,-6.59,39.2,80,20.8,80
753,Saint Anthony,US,43.97,-111.68,48.2,36,4.7,1
754,San Andres,PH,13.32,122.68,80.56,100,9.91,0
755,Tura,IN,25.52,90.21,69.76,86,7.45,20
756,Rio Gallegos,AR,-51.62,-69.22,41.0,56,24.16,0
757,Anadyr,RU,64.73,177.51,10.4,78,15.66,0
758,Whitefish,US,48.41,-114.33,44.6,42,6.93,90
759,Brest,BY,52.09,23.69,30.2,86,8.95,0
760,Gat,SN,14.69,-16.54,70.21,59,11.92,0
761,Bambanglipuro,ID,-7.95,110.28,76.83,93,4.54,68
762,Bulgan,MN,48.81,103.53,46.27,49,4.09,68
763,Menongue,AO,-14.66,17.68,62.29,98,1.97,56
764,Salym,RU,60.06,71.48,21.88,84,5.77,80
765,Cidreira,BR,-30.17,-50.22,68.95,95,5.55,56
766,Zhangye,CN,38.94,100.46,53.16,71,17.96,0
767,Darya Khan,PK,31.78,71.1,71.25,53,2.86,0
768,Norman,US,35.22,-97.44,55.4,93,11.41,75
769,Alihe,CN,50.57,123.73,39.16,38,6.11,0
770,Coronado,PA,8.53,-79.9,80.6,74,9.17,0
771,Pangnirtung,CA,66.15,-65.72,14.01,79,8.01,68
772,Kaeo,NZ,-35.1,173.78,72.28,64,6.22,48
773,Darhan,MN,49.49,105.92,49.78,46,13.04,44
774,Nerchinskiy Zavod,RU,51.31,119.61,37.45,42,7.11,8
775,Guerrero Negro,MX,27.97,-114.04,63.64,54,13.82,0
776,Valley,GB,53.28,-4.56,41.0,86,18.34,56
777,Kruisfontein,ZA,-34.0,24.73,63.19,93,4.32,92
778,Gilgit,PK,35.92,74.31,22.69,90,0.63,12
779,Bathsheba,BB,13.22,-59.52,78.8,83,11.41,40
780,Fukuchiyama,JP,35.32,135.12,68.0,34,2.24,0
781,Flinders,AU,-34.58,150.85,80.6,57,6.93,0
782,Saint-Georges,CA,46.12,-70.67,23.32,78,1.97,0
783,Ferzikovo,RU,54.52,36.76,-0.8,66,2.86,0
784,Redlands,US,34.06,-117.19,84.2,31,9.17,5
785,Touros,BR,-5.2,-35.46,76.06,100,4.65,68
786,Rome,IT,41.89,12.48,55.4,82,11.41,75
787,Marsa Matruh,EG,31.35,27.25,53.6,87,13.87,0
788,Ekhabi,RU,53.51,142.97,22.69,90,21.09,12
789,Bethel,US,60.79,-161.76,30.2,86,6.93,90
790,Saint-Augustin,FR,44.83,-0.61,44.6,100,5.82,64
791,Zhangjiakou,CN,40.77,114.88,49.33,76,12.26,0
792,Chapais,CA,49.78,-74.86,32.0,95,3.36,90
793,Komsomolskiy,RU,67.55,63.78,-17.68,50,3.65,12
794,Mitsamiouli,KM,-11.38,43.28,81.15,100,4.54,36
795,Laguna,MX,27.52,-110.01,66.2,34,5.82,5
796,Agadir,MA,30.42,-9.58,60.8,67,6.93,68
797,Indiaroba,BR,-11.53,-37.51,73.5,97,6.22,100
798,Dalbandin,PK,28.9,64.41,61.66,25,3.65,0
799,Bluff,AU,-23.58,149.07,91.09,39,12.82,20
800,Grindavik,IS,63.84,-22.43,39.2,80,13.87,0
801,Vestmannaeyjar,IS,63.44,-20.27,37.81,94,10.69,0
802,Dokka,NO,60.83,10.07,6.13,69,2.19,0
803,Barra Patuca,HN,15.8,-84.28,81.01,85,16.51,92
804,Isla Aguada,MX,18.78,-91.49,87.8,55,11.41,5
805,Zalantun,CN,48.0,122.72,43.66,50,4.65,0
806,Banda Aceh,ID,5.56,95.32,83.98,73,1.19,24
807,Kentau,KZ,43.52,68.5,42.04,86,2.42,0
808,Baghdad,IQ,33.3,44.38,73.4,31,14.99,0
809,Nouadhibou,MR,20.93,-17.03,62.6,88,10.29,8
810,Ust-Nera,RU,64.57,143.24,10.36,76,2.75,68
811,Hershey,US,40.29,-76.65,46.4,100,3.31,90
812,Byron Bay,AU,-28.65,153.62,78.8,88,12.75,75
813,Matara,PE,-13.74,-72.9,44.56,99,1.86,92
814,Kavieng,PG,-2.57,150.8,81.46,100,7.0,56
815,Vila Velha,BR,-3.71,-38.6,77.0,94,6.93,75
816,Taunggyi,MM,20.78,97.03,76.87,50,2.42,0
817,Rambha,IN,19.52,85.09,82.72,80,7.23,8
818,Price,US,39.6,-110.81,44.6,33,12.75,1
819,Tigil,RU,57.8,158.67,36.64,95,14.38,92
820,Georgetown,GY,6.8,-58.16,76.83,91,5.44,92
821,Santa Rosa,AR,-36.62,-64.29,64.72,53,9.57,0
822,Kandi,BJ,11.13,2.93,73.81,54,11.14,8
823,Jumla,NP,29.28,82.18,32.73,83,2.08,0
824,Kampene,CD,-3.59,26.67,67.06,98,1.74,68
825,Dongsheng,CN,29.72,112.52,74.4,70,8.9,88
826,Pisco,PE,-13.71,-76.2,68.0,88,10.29,0
827,Havelock,US,34.88,-76.9,64.4,72,8.05,1
828,Rapid City,US,44.08,-103.23,39.2,64,6.93,90
829,Kayerkan,RU,69.35,87.76,-7.1,90,16.73,56
830,Mitu,IR,36.2,46.09,59.32,29,6.67,64
831,Pombia,IT,45.65,8.63,53.6,87,5.82,75
832,Baherden,TM,38.44,57.43,54.01,71,2.64,8
833,Lastoursville,GA,-0.81,12.73,72.73,95,1.41,92
834,Gobabis,NA,-22.45,18.97,69.8,77,2.24,64
835,Donnacona,CA,46.68,-71.73,35.6,86,2.64,90
836,Diego de Almagro,CL,-26.39,-70.05,57.79,86,2.42,0
837,Alvand,IR,36.19,50.06,57.2,54,2.24,0
838,Norman Wells,CA,65.28,-126.83,3.2,41,9.17,20
839,Sobolevo,RU,54.43,31.9,4.87,60,5.77,12
840,Atherton,GB,53.52,-2.49,37.4,97,3.36,8
841,Dawlatabad,AF,36.41,64.91,64.05,61,2.08,12
842,Sola,NO,58.89,5.65,33.8,34,16.11,0
843,Faya,SA,18.39,42.45,62.6,51,3.36,0
844,Mangaratiba,BR,-22.96,-44.04,77.0,88,1.74,0
845,Morondava,MG,-20.3,44.28,78.85,98,4.65,0
846,Kokkola,FI,63.84,23.13,21.2,79,6.93,0
847,Ca Mau,VN,9.18,105.15,86.28,73,7.78,8
848,Nicoya,CR,10.15,-85.45,84.2,51,10.29,0
849,Salvador,BR,-12.98,-38.48,80.6,74,10.29,40
850,Clyde River,CA,70.47,-68.59,-4.01,83,9.17,90
851,Chute-aux-Outardes,CA,49.12,-68.38,32.0,86,2.24,90
852,Kavaratti,IN,10.57,72.64,82.41,100,8.68,8
853,Lebedyn,UA,50.58,34.48,24.13,91,12.15,92
854,Guanay,BO,-15.5,-67.88,65.35,91,1.86,92
855,Tautira,PF,-17.73,-149.15,87.8,62,2.24,40
856,Mount Isa,AU,-20.73,139.49,91.4,46,8.05,75
857,Borogontsy,RU,62.67,131.17,25.08,56,3.87,0
858,San Cristobal,EC,-0.39,-78.55,55.4,76,10.29,40
859,Atagay,RU,55.1,99.39,36.91,71,3.65,8
860,Narsaq,GL,60.91,-46.05,23.0,53,3.36,0
861,Bangui,CF,4.39,18.55,75.2,94,4.7,20
862,Wajima,JP,37.4,136.9,62.6,51,20.8,0
863,Lompoc,US,34.64,-120.46,60.8,93,4.7,90
864,Honningsvag,NO,70.98,25.97,29.98,99,15.17,68
865,Gabu,CN,34.78,103.0,51.63,38,3.76,0
866,Taman,RU,45.22,36.72,46.4,93,17.9,92
867,Leningradskiy,RU,69.38,178.42,3.25,84,8.23,0
868,Coos Bay,US,43.37,-124.22,48.2,81,14.99,1
869,Sun Valley,US,43.7,-114.35,46.4,26,12.75,40
870,Myaundzha,RU,63.05,147.18,13.51,77,3.76,68
871,Tual,ID,-5.67,132.75,80.65,100,14.83,12
872,Athabasca,CA,54.72,-113.29,21.43,81,7.23,88
873,Dunedin,NZ,-45.87,170.5,61.3,71,3.76,56
874,Kiama,AU,-34.67,150.86,80.6,57,6.93,0
875,Ainazi,LV,57.86,24.36,9.6,63,2.42,0
876,Lakatoro,VU,-16.11,167.42,85.11,84,4.88,64
877,Kirakira,SB,-10.46,161.92,84.66,100,9.13,20
878,Harper,US,30.3,-99.24,60.8,87,4.7,1
879,Phonhong,LA,18.5,102.42,84.2,62,6.93,20
880,Sosnovo-Ozerskoye,RU,52.53,111.54,40.33,53,11.7,0
881,Puerto Carreno,CO,6.19,-67.49,72.55,91,1.41,92
882,Hami,CN,42.84,93.51,58.2,42,5.99,76
883,Lubumbashi,CD,-11.66,27.48,62.47,98,4.65,80
884,Marinette,US,45.1,-87.63,41.0,80,10.29,1
885,Atasu,KZ,48.68,71.64,29.8,70,5.99,0
886,Mongoumba,CD,3.64,18.59,73.81,95,2.98,44
887,Katsuura,JP,33.93,134.5,69.8,32,16.11,0
888,Grand Forks,US,47.91,-97.06,26.6,79,4.7,75
889,Buraydah,SA,26.33,43.97,73.4,35,8.05,0
890,Prince Rupert,CA,54.32,-130.32,41.0,80,3.36,75
891,Havre-Saint-Pierre,CA,50.23,-63.6,32.0,93,8.05,90
892,San Rafael del Sur,NI,11.85,-86.44,80.6,65,11.41,20
893,Cuamba,MZ,-14.8,36.54,66.48,97,2.98,32
894,Carlisle,GB,54.89,-2.94,32.0,100,6.93,68
895,Nisia Floresta,BR,-6.09,-35.21,77.0,94,3.36,75
896,Yumen,CN,40.29,97.04,52.53,51,19.86,68
897,Ust-Ilimsk,RU,57.96,102.73,28.45,60,8.12,64
898,Lodwar,KE,3.12,35.6,72.78,72,3.42,12
899,Kungurtug,RU,50.6,97.53,37.23,55,3.09,24
900,Bata,GQ,1.87,9.77,77.0,100,2.24,40
901,Ialibu,PG,-6.28,143.99,62.11,99,2.19,92
902,Esperance,TT,10.24,-61.45,78.8,83,5.82,20
903,Port Hardy,CA,50.7,-127.42,42.8,87,2.24,90
904,Saint-Francois,FR,46.42,3.91,44.6,87,4.7,90
905,Alta Floresta,BR,-9.87,-56.08,77.5,86,2.98,8
906,Bawku,GH,11.06,-0.24,78.58,46,11.48,36
907,Galesong,ID,-5.32,119.37,79.35,100,8.34,56
908,Aguimes,ES,27.91,-15.45,69.8,32,1.12,80
909,Kathmandu,NP,27.71,85.32,67.42,69,2.42,0
910,Turukhansk,RU,65.8,87.96,-6.38,88,10.69,44
911,Oranjestad,AW,12.52,-70.03,80.6,78,18.34,20
912,Ostrovnoy,RU,68.05,39.51,13.11,86,17.4,36
913,Upernavik,GL,72.79,-56.15,-3.86,79,11.25,24
914,Kutum,SD,14.2,24.66,61.26,27,7.0,0
915,Sapouy,BF,11.55,-1.77,72.78,45,2.75,44
916,Royan,FR,45.62,-1.03,44.6,100,4.7,0
917,Acajutla,SV,13.59,-89.83,75.97,83,2.75,8
918,Airai,TL,-8.93,125.41,74.53,94,1.74,80
919,Indian Head,CA,50.53,-103.67,10.41,69,6.67,20
920,Suntar,RU,62.16,117.65,26.83,74,12.59,76
921,Sinnamary,GF,5.38,-52.96,77.91,100,10.69,88
922,Dong Hoi,VN,17.48,106.6,75.79,92,6.78,8
923,Sorland,NO,67.67,12.69,38.31,100,17.74,88
924,Nizhniy Kuranakh,RU,58.84,125.49,28.72,60,9.24,36
925,Vila Franca do Campo,PT,37.72,-25.43,51.8,71,4.7,40
926,Vostok,RU,46.45,135.83,32.5,57,5.66,44
927,Mwene-Ditu,CD,-7.01,23.45,66.75,97,4.21,92
928,Ulladulla,AU,-35.36,150.48,80.6,57,6.93,0
929,Heihe,RU,50.24,127.51,37.4,23,13.42,0
930,Zabaykalsk,CN,49.64,117.33,43.3,41,12.15,0
931,Sungaipenuh,ID,-2.08,101.38,74.62,81,1.07,56
932,Marfino,RU,56.07,37.56,10.4,72,4.47,0
933,Maceio,BR,-9.67,-35.74,77.0,83,9.17,75
934,San Carlos,VE,9.66,-68.59,76.33,74,7.78,36
935,East London,ZA,-33.02,27.91,64.4,93,11.41,75
936,Shimoda,JP,34.7,138.93,68.0,60,12.75,0
937,Huanren,CN,41.26,125.37,46.05,59,5.77,0
938,Klyuchi,RU,52.25,79.17,27.06,78,7.0,0
939,Kulhudhuffushi,MV,6.62,73.07,83.08,100,1.74,0
940,Estevan,CA,49.14,-102.99,21.2,85,8.05,90
941,Ola,RU,59.58,151.3,24.8,92,6.71,90
942,Ponta do Sol,BR,-20.63,-46.0,71.7,61,6.67,92
943,Tateyama,JP,36.66,137.31,73.4,27,14.99,0
944,Rawson,AR,-43.3,-65.11,65.8,25,16.17,0
945,Atambua,ID,-9.11,124.89,74.4,100,4.43,92
946,Oni,GE,42.59,43.44,39.21,100,1.74,92
947,Jalu,LY,29.03,21.55,50.59,86,8.12,0
948,Pangkalanbuun,ID,-2.68,111.62,85.24,89,5.77,12
949,Kiunga,PG,-6.12,141.3,76.87,93,2.75,92
950,Vendas Novas,PT,38.68,-8.46,53.6,81,8.05,40
951,Basco,US,40.33,-91.2,44.6,100,3.2,90
952,Dicabisagan,PH,17.08,122.42,70.26,100,6.78,100
953,Novoagansk,RU,61.94,76.66,8.65,72,9.46,76
954,Pucallpa,PE,-8.38,-74.54,77.0,88,2.19,40
955,Coquimbo,CL,-29.95,-71.34,58.38,100,4.43,0
956,Okulovka,RU,58.37,33.3,10.05,67,3.42,36
957,Preobrazheniye,RU,42.9,133.91,45.33,38,4.99,0
958,Luanda,AO,-8.83,13.24,78.8,83,6.93,75
959,Half Moon Bay,US,37.46,-122.43,71.6,52,8.05,1
960,Ketchikan,US,55.34,-131.65,42.8,75,8.05,75
961,Timra,SE,62.49,17.33,3.2,84,2.42,0
962,Poso,ID,-1.4,120.75,81.37,100,2.98,8
963,Nioro,GM,13.79,-15.05,72.64,65,2.3,0
964,Kapit,MY,2.02,112.94,79.26,89,2.42,76
965,Soure,PT,40.06,-8.63,51.8,76,8.05,75
966,Gazanjyk,TM,39.24,55.52,54.78,85,2.64,32
967,Torre del campo,ES,36.95,-2.17,55.4,93,5.82,90
968,Bay Roberts,CA,47.58,-53.28,35.6,100,9.17,90
969,Gorontalo,ID,0.54,123.06,85.6,73,2.64,0
970,Batagay-Alyta,RU,67.8,130.41,8.25,80,4.09,0
971,Kannur,IN,11.88,75.37,81.64,70,1.41,0
972,Berlevag,NO,70.86,29.09,30.16,100,13.27,12
973,Longyearbyen,NO,78.22,15.63,5.0,65,10.29,40
974,Minab,IR,27.15,57.07,66.2,88,4.7,0
975,Richards Bay,ZA,-28.77,32.06,69.94,86,9.69,0
976,Hit,IQ,33.64,42.83,67.69,55,8.34,32
977,Maine-Soroa,NE,13.21,12.02,71.43,17,11.59,0
978,Sao Felix do Xingu,BR,-6.64,-51.99,74.85,95,2.19,36
979,College,US,64.86,-147.8,33.8,46,1.41,1
980,Cap Malheureux,MU,-19.98,57.61,73.4,88,4.7,20
981,Isfana,KG,39.84,69.53,53.6,93,2.19,80
982,Rayevskaya,RU,44.84,37.55,46.4,93,17.9,88
983,Asosa,ET,10.07,34.53,65.71,86,3.42,92
984,Rognan,NO,67.1,15.4,32.0,96,13.87,40
985,Qeshm,IR,26.96,56.27,68.0,88,4.7,8
986,San Quintin,PH,17.54,120.52,84.2,58,4.7,20
987,Bereda,ES,43.27,-7.54,42.8,87,12.75,0
988,Rio Bueno,JM,18.47,-77.46,77.0,78,10.29,20
989,San Policarpo,PH,12.18,125.51,81.15,96,13.04,68
990,Dingle,PH,11.0,122.67,86.32,68,1.74,32
991,West Wendover,US,40.74,-114.07,55.4,20,18.34,1
992,Bilibino,RU,68.06,166.44,8.38,70,3.09,24
993,Zhanakorgan,KZ,43.91,67.25,45.01,81,2.98,20
994,Bandarbeyla,SO,9.49,50.81,77.91,100,5.77,92
995,Namibe,AO,-15.19,12.15,76.38,100,9.01,100
996,Moose Factory,CA,51.26,-80.61,37.4,74,14.99,75
997,Alice Springs,AU,-23.7,133.88,93.2,18,14.99,40
998,Rancho Palos Verdes,US,33.75,-118.37,66.2,59,8.05,5
999,Cortes,PH,9.28,126.19,82.0,80,5.1,48
1000,Kidal,ML,18.44,1.41,62.38,26,11.14,12
1001,Sile,US,35.56,-106.37,55.4,56,5.82,40
1002,Port-Gentil,GA,-0.72,8.78,81.78,97,8.46,92
1003,Kloulklubed,PW,7.04,134.26,87.8,79,9.17,90
1004,Sitka,US,37.17,-99.65,50.68,77,6.44,36
1005,Hasaki,JP,35.73,140.83,71.6,49,6.93,0
1006,Kamen-na-Obi,RU,53.79,81.35,24.22,88,7.56,68
1007,Nador,MA,35.17,-2.93,66.2,39,6.93,8
1008,Mecca,SA,21.43,39.83,80.6,51,2.64,0
1009,Nemuro,JP,43.32,145.57,51.8,57,12.75,75
1010,Saint-Pierre,FR,48.95,4.24,33.8,96,5.82,90
1011,Kangaatsiaq,GL,68.31,-53.46,8.7,100,14.05,64
1012,Port-Cartier,CA,50.03,-66.88,30.2,92,5.82,90
1013,Toyooka,JP,35.55,134.82,68.0,34,2.24,0
1014,Matveyevka,UA,45.75,33.81,39.34,89,7.56,92
1015,Panaba,MX,21.28,-88.27,76.83,71,10.47,44
1016,Lavrentiya,RU,65.58,-170.99,21.03,100,12.26,56
1017,Bom Jesus,BR,-9.08,-44.36,72.06,87,2.98,0
1018,The Valley,AI,18.22,-63.06,75.2,83,14.99,20
1019,Methoni,GR,36.82,21.7,42.8,87,5.82,0
1020,Paita,PE,-5.09,-81.11,73.41,77,5.88,32
1021,Payo,ID,-3.75,103.64,84.3,79,4.43,48
1022,Seryshevo,RU,51.09,128.38,36.96,52,11.48,0
1023,Teya,MX,21.05,-89.07,84.2,48,20.8,5
1024,Lagoa,PT,37.14,-8.45,55.4,87,6.93,40
1025,Merauke,ID,-8.49,140.4,85.69,83,9.13,80
1026,Kalemie,CD,-5.95,29.2,68.91,100,5.99,92
1027,Firovo,RU,57.48,33.7,2.76,56,3.31,0
1028,Ternate,PH,14.29,120.72,82.4,74,5.82,75
1029,Waingapu,ID,-9.65,120.26,83.85,86,5.77,68
1030,Nikel,NO,69.41,30.21,26.6,86,17.22,88
1031,Somerset,US,37.09,-84.6,64.4,100,3.2,90
1032,Charleville-Mezieres,FR,49.77,4.72,37.4,86,9.17,75
1033,Beyneu,KZ,45.32,55.19,39.52,98,4.43,20
1034,Springville,US,40.17,-111.61,46.4,33,4.21,1
1035,Itarema,BR,-2.92,-39.92,76.42,96,5.21,56
1036,Isangel,VU,-19.55,169.27,77.01,100,4.76,92
1037,Anchorage,US,61.22,-149.89,37.4,80,2.75,90
1038,Altay,CN,47.83,88.13,33.58,63,2.98,76
1039,Ambunti,PG,-4.22,142.82,83.8,81,2.86,24
1040,Urucara,BR,-2.54,-57.76,76.69,89,3.98,0
1041,Masaka,UG,-0.34,31.75,64.63,100,4.09,56
1042,Sao Paulo de Olivenca,BR,-3.38,-68.87,77.14,94,1.63,56
1043,Mananjary,MG,-19.16,46.8,53.83,92,2.98,0
1044,Charyshskoye,RU,51.4,83.56,34.39,87,3.87,12
1045,Natal,BR,-5.81,-35.21,75.2,94,3.36,75
1046,Tessalit,ML,20.2,1.01,63.73,23,11.81,56
1047,Mayor Pablo Lagerenza,PY,-19.93,-60.77,67.83,95,2.98,20
1048,Caravelas,BR,-17.73,-39.27,78.9,100,15.28,76
1049,Vao,EE,59.1,26.19,21.75,94,4.54,48
1050,Hulan Ergi,CN,47.2,123.63,43.66,59,8.46,0
1051,Mundo Nuevo,CL,-32.72,-71.41,53.6,93,2.64,0
1052,Trairi,BR,-3.28,-39.27,81.1,100,9.46,88
1053,Bushehr,IR,28.97,50.84,68.0,63,3.76,0
1054,Sakete,BJ,6.74,2.66,82.4,88,11.41,40
1055,Liverpool,GB,53.41,-2.98,37.4,86,5.82,0
1056,Saldanha,PT,41.42,-6.55,40.42,94,4.99,76
1057,Aland,IN,17.57,76.57,81.82,29,3.65,0
1058,Lazaro Cardenas,MX,28.39,-105.62,57.2,17,7.45,5
1059,Montorio al Vomano,IT,42.58,13.64,30.75,100,4.21,0
1060,Bowen,AU,-20.01,148.25,86.0,55,10.29,0
1061,Maxixe,MZ,-23.86,35.35,74.31,100,7.45,12
1062,Aykhal,RU,65.95,111.51,5.59,70,8.68,36
1063,Huarmey,PE,-10.07,-78.15,64.45,83,3.2,20
1064,Ixtapa,MX,20.71,-105.21,61.66,82,1.3,0
1065,Noumea,NC,-22.28,166.46,84.2,74,5.82,75
1066,Along,IN,28.17,94.8,60.58,89,1.41,88
1067,Palafrugell,ES,41.92,3.16,44.6,100,1.12,20
1068,Maykor,RU,59.01,55.89,0.55,62,4.76,0
1069,Yeppoon,AU,-23.13,150.74,86.0,51,9.17,90
1070,Itacarambi,BR,-15.1,-44.09,76.11,67,10.69,12
1071,Corn Island,NI,12.17,-83.04,81.19,97,17.74,92
1072,Salinopolis,BR,-0.61,-47.36,78.85,100,7.23,88
1073,Seybaplaya,MX,19.65,-90.67,86.0,51,11.41,5
1074,Lata,IN,30.78,78.62,52.03,54,2.08,0
1075,Saint-Joseph,FR,43.56,6.97,53.6,81,3.36,0
1076,Lumberton,US,30.27,-94.2,73.4,88,17.22,90
1077,Moville,US,42.49,-96.07,41.0,71,17.22,90
1078,Okhotsk,RU,59.36,143.24,32.01,79,1.74,64
1079,Ossora,RU,59.24,163.07,31.42,97,23.55,88
1080,Prince Albert,CA,53.2,-105.75,19.4,73,8.05,40
1081,Purpe,RU,64.48,76.69,-9.89,69,10.69,20
1082,Brisenas,MX,20.27,-102.57,71.43,33,6.67,0
1083,Nogales,US,31.34,-110.94,50.0,18,8.05,1
1084,Coihaique,CL,-45.58,-72.07,42.0,71,6.33,0
1085,Conceicao da Barra,BR,-18.59,-39.73,78.49,93,9.46,88
1086,Puerto del Rosario,ES,28.5,-13.86,64.4,68,5.82,0
1087,Madang,PG,-5.21,145.81,80.11,99,3.09,48
1088,Ambon,FR,47.55,-2.56,44.6,81,8.05,80
1089,Changji,CN,32.07,116.17,77.01,66,4.65,36
1090,Nanortalik,GL,60.14,-45.24,24.63,100,13.71,0
1091,Goure,NE,13.98,10.27,70.98,14,11.7,0
1092,Wufeng,TW,24.63,121.12,84.2,65,9.17,20
1093,Am Timan,TD,11.04,20.28,87.9,41,1.74,100
1094,Aasiaat,GL,68.71,-52.87,11.85,95,22.77,48
1095,San Ramon,NI,12.92,-85.84,68.23,88,3.2,92
1096,Camacha,PT,33.08,-16.33,60.8,77,10.29,75
1097,Tornio,FI,61.12,27.27,17.6,100,2.24,90
1098,Baft,IR,29.23,56.61,34.48,40,1.97,0
1099,La Palma,CO,5.36,-74.39,66.16,100,1.74,80
